0, 0, 0.002872
0, 1, 0.010922
0, 2, 0.010858
0, 3, 0.004402
1, 0, 0.004673
1, 1, 0.007684
1, 2, 0.006766
1, 3, 0.010786
2, 0, 0.002684
2, 1, 0.007683
2, 2, 0.011870
2, 3, 0.009612
3, 0, 0.006721
3, 1, 0.010842
3, 2, 0.009884
3, 3, 0.009238
4, 0, 0.009928
4, 1, 0.012907
4, 2, 0.004712
4, 3, 0.007981
5, 0, 0.009822
5, 1, 0.006587
5, 2, 0.003678
5, 3, 0.006388
6, 0, 0.012219
6, 1, 0.015063
6, 2, 0.011163
6, 3, 0.012379
