K,mean,variance
3,0.464324,0.00049899805652478502
4,0.597632,0.00015233091303106482
8,1.159402,0.00031236065235634404
12,1.723682,0.00054599730513266978
16,2.289622,0.00053667660188458388
32,4.644390,0.00147071821604155095
64,9.646096,0.03719736236286493025
