Algorithm,K,GFLOPS
csr_vector_by_row,8,4.686233
csr_vector_by_row,8,4.680910
csr_vector_by_row,8,4.674515
csr_vector_by_row,8,4.676397
csr_vector_by_row,12,3.622023
csr_vector_by_row,12,3.617214
csr_vector_by_row,12,3.622160
csr_vector_by_row,12,3.618102
csr_vector_by_row,12,3.612644
csr_vector_by_row,12,3.613008
csr_vector_by_row,12,3.611260
csr_vector_by_row,12,3.621362
csr_vector_by_row,12,3.612849
csr_vector_by_row,12,3.621339
csr_vector_by_row,16,4.683112
csr_vector_by_row,16,4.687093
csr_vector_by_row,16,4.681281
csr_vector_by_row,16,4.681139
csr_vector_by_row,16,4.687810
csr_vector_by_row,16,4.684057
csr_vector_by_row,16,4.693379
csr_vector_by_row,16,4.682140
csr_vector_by_row,16,4.687466
csr_vector_by_row,16,4.678310
csr_vector_by_row,32,4.679124
csr_vector_by_row,32,4.681868
csr_vector_by_row,32,4.686176
csr_vector_by_row,32,4.682797
csr_vector_by_row,32,4.684887
csr_vector_by_row,32,4.665167
csr_vector_by_row,32,4.681725
csr_vector_by_row,32,4.679995
csr_vector_by_row,32,4.680310
csr_vector_by_row,32,4.678695
csr_vector_by_row,64,4.680159
csr_vector_by_row,64,4.674614
csr_vector_by_row,64,4.677696
csr_vector_by_row,64,4.679317
csr_vector_by_row,64,4.676696
csr_vector_by_row,64,4.677874
csr_vector_by_row,64,4.675798
csr_vector_by_row,64,4.680931
csr_vector_by_row,64,4.672726
csr_vector_by_row,64,4.680881
csr_vector_sub_warp,1,0.190771
csr_vector_sub_warp,1,0.190778
csr_vector_sub_warp,1,0.191075
csr_vector_sub_warp,1,0.190941
csr_vector_sub_warp,1,0.190928
csr_vector_sub_warp,1,0.191077
csr_vector_sub_warp,1,0.190977
csr_vector_sub_warp,1,0.190941
csr_vector_sub_warp,1,0.190849
csr_vector_sub_warp,1,0.190939
csr_vector_sub_warp,3,0.527149
csr_vector_sub_warp,3,0.526904
csr_vector_sub_warp,3,0.527449
csr_vector_sub_warp,3,0.527648
csr_vector_sub_warp,3,0.527339
csr_vector_sub_warp,3,0.527269
csr_vector_sub_warp,3,0.527422
csr_vector_sub_warp,3,0.527116
csr_vector_sub_warp,3,0.527633
csr_vector_sub_warp,3,0.527327
csr_vector_sub_warp,4,0.671777
csr_vector_sub_warp,4,0.672310
csr_vector_sub_warp,4,0.672091
csr_vector_sub_warp,4,0.671406
csr_vector_sub_warp,4,0.671034
csr_vector_sub_warp,4,0.671175
csr_vector_sub_warp,4,0.671398
csr_vector_sub_warp,4,0.671773
csr_vector_sub_warp,4,0.672317
csr_vector_sub_warp,4,0.671208
csr_vector_sub_warp,8,1.280815
csr_vector_sub_warp,8,1.279681
csr_vector_sub_warp,8,1.279869
csr_vector_sub_warp,8,1.279122
csr_vector_sub_warp,8,1.281012
csr_vector_sub_warp,8,1.279780
csr_vector_sub_warp,8,1.280130
csr_vector_sub_warp,8,1.280451
csr_vector_sub_warp,8,1.281513
csr_vector_sub_warp,8,1.279438
csr_vector_sub_warp,12,1.968503
csr_vector_sub_warp,12,1.964755
csr_vector_sub_warp,12,1.966644
csr_vector_sub_warp,12,1.966792
csr_vector_sub_warp,12,1.964534
csr_vector_sub_warp,12,1.965904
csr_vector_sub_warp,12,1.964608
csr_vector_sub_warp,12,1.967755
csr_vector_sub_warp,12,1.968820
csr_vector_sub_warp,12,1.965481
csr_vector_sub_warp,16,2.579268
csr_vector_sub_warp,16,2.578340
csr_vector_sub_warp,16,2.576554
csr_vector_sub_warp,16,2.573932
csr_vector_sub_warp,16,2.579720
csr_vector_sub_warp,16,2.578175
csr_vector_sub_warp,16,2.575480
csr_vector_sub_warp,16,2.573379
csr_vector_sub_warp,16,2.573889
csr_vector_sub_warp,16,2.575576
csr_vector_sub_warp,32,5.013614
csr_vector_sub_warp,32,5.017930
csr_vector_sub_warp,32,5.015599
csr_vector_sub_warp,32,5.018653
csr_vector_sub_warp,32,5.013401
csr_vector_sub_warp,32,5.023505
