Algorithm,K,GFLOPS
csr_vector_by_row,8,5.726069
csr_vector_by_row,8,5.294727
csr_vector_by_row,8,5.438105
csr_vector_by_row,8,5.139854
csr_vector_by_row,12,5.093297
csr_vector_by_row,12,5.219369
csr_vector_by_row,12,5.431101
csr_vector_by_row,12,4.858583
csr_vector_by_row,12,5.229076
csr_vector_by_row,12,4.923818
csr_vector_by_row,12,5.321451
csr_vector_by_row,12,5.427606
csr_vector_by_row,12,4.881076
csr_vector_by_row,12,4.984929
csr_vector_by_row,16,7.384111
csr_vector_by_row,16,7.302598
csr_vector_by_row,16,6.912108
csr_vector_by_row,16,6.840633
csr_vector_by_row,16,6.874083
csr_vector_by_row,16,6.861501
csr_vector_by_row,16,6.162192
csr_vector_by_row,16,6.734132
csr_vector_by_row,16,7.293126
csr_vector_by_row,16,7.457560
csr_vector_by_row,32,7.686945
csr_vector_by_row,32,7.766575
csr_vector_by_row,32,7.469943
csr_vector_by_row,32,7.565422
csr_vector_by_row,32,7.734525
csr_vector_by_row,32,7.788088
csr_vector_by_row,32,7.545119
csr_vector_by_row,32,7.403555
csr_vector_by_row,32,8.196793
csr_vector_by_row,32,7.562878
csr_vector_by_row,64,7.925300
csr_vector_by_row,64,7.858840
csr_vector_by_row,64,8.273680
csr_vector_by_row,64,8.395670
csr_vector_by_row,64,8.021398
csr_vector_by_row,64,8.318047
csr_vector_by_row,64,8.359784
csr_vector_by_row,64,8.038599
csr_vector_by_row,64,8.498772
csr_vector_by_row,64,7.973059
csr_vector_sub_warp,1,0.305067
csr_vector_sub_warp,1,0.304407
csr_vector_sub_warp,1,0.293231
csr_vector_sub_warp,1,0.293476
csr_vector_sub_warp,1,0.282961
csr_vector_sub_warp,1,0.297324
csr_vector_sub_warp,1,0.286420
csr_vector_sub_warp,1,0.292865
csr_vector_sub_warp,1,0.284795
csr_vector_sub_warp,1,0.301146
csr_vector_sub_warp,3,0.872775
csr_vector_sub_warp,3,0.896524
csr_vector_sub_warp,3,0.910460
csr_vector_sub_warp,3,0.851282
csr_vector_sub_warp,3,0.854732
csr_vector_sub_warp,3,0.847518
csr_vector_sub_warp,3,0.890467
csr_vector_sub_warp,3,0.845140
csr_vector_sub_warp,3,0.844802
csr_vector_sub_warp,3,0.831149
csr_vector_sub_warp,4,1.098242
csr_vector_sub_warp,4,1.091421
csr_vector_sub_warp,4,1.156044
csr_vector_sub_warp,4,1.098242
csr_vector_sub_warp,4,1.143351
csr_vector_sub_warp,4,1.128210
csr_vector_sub_warp,4,1.161297
csr_vector_sub_warp,4,1.098242
csr_vector_sub_warp,4,1.119673
csr_vector_sub_warp,4,1.157472
csr_vector_sub_warp,8,2.274676
csr_vector_sub_warp,8,2.236675
csr_vector_sub_warp,8,2.271919
csr_vector_sub_warp,8,2.262777
csr_vector_sub_warp,8,2.293230
csr_vector_sub_warp,8,2.241132
csr_vector_sub_warp,8,2.259140
csr_vector_sub_warp,8,2.340966
csr_vector_sub_warp,8,2.336103
csr_vector_sub_warp,8,2.228696
csr_vector_sub_warp,12,3.377854
csr_vector_sub_warp,12,3.560363
csr_vector_sub_warp,12,3.601409
csr_vector_sub_warp,12,3.517306
csr_vector_sub_warp,12,3.332477
