Algorithm,K,GFLOPS
csr_vector_by_row,8,199.892963
csr_vector_by_row,8,199.288721
csr_vector_by_row,8,199.846786
csr_vector_by_row,8,199.564491
csr_vector_by_row,12,183.049182
csr_vector_by_row,12,183.165427
csr_vector_by_row,12,182.794619
csr_vector_by_row,12,183.112134
csr_vector_by_row,12,183.183194
csr_vector_by_row,12,183.168653
csr_vector_by_row,12,180.342132
csr_vector_by_row,12,182.941153
csr_vector_by_row,12,182.500652
csr_vector_by_row,12,183.042727
csr_vector_by_row,16,210.022313
csr_vector_by_row,16,209.756628
csr_vector_by_row,16,209.385460
csr_vector_by_row,16,209.271542
csr_vector_by_row,16,210.119538
csr_vector_by_row,16,210.304642
csr_vector_by_row,16,210.451692
csr_vector_by_row,16,209.941093
csr_vector_by_row,16,209.844056
csr_vector_by_row,16,209.645452
csr_vector_by_row,32,210.074097
csr_vector_by_row,32,210.341397
csr_vector_by_row,32,210.346993
csr_vector_by_row,32,210.292671
csr_vector_by_row,32,212.373273
csr_vector_by_row,32,210.251960
csr_vector_by_row,32,210.212858
csr_vector_by_row,32,210.314234
csr_vector_by_row,32,211.756944
csr_vector_by_row,32,210.179333
csr_vector_by_row,64,210.532498
csr_vector_by_row,64,212.571781
csr_vector_by_row,64,212.302860
csr_vector_by_row,64,212.517131
csr_vector_by_row,64,212.398130
csr_vector_by_row,64,212.536284
csr_vector_by_row,64,212.293086
csr_vector_by_row,64,212.400169
csr_vector_by_row,64,212.526902
csr_vector_by_row,64,212.399757
csr_vector_sub_warp,1,22.679745
csr_vector_sub_warp,1,22.569422
csr_vector_sub_warp,1,22.713379
csr_vector_sub_warp,1,22.473876
csr_vector_sub_warp,1,22.407531
csr_vector_sub_warp,1,22.728594
csr_vector_sub_warp,1,22.641173
csr_vector_sub_warp,1,22.570304
csr_vector_sub_warp,1,22.478837
csr_vector_sub_warp,1,22.619273
csr_vector_sub_warp,3,141.575855
csr_vector_sub_warp,3,141.114098
csr_vector_sub_warp,3,141.928049
csr_vector_sub_warp,3,140.804098
csr_vector_sub_warp,3,141.379241
csr_vector_sub_warp,3,141.939685
csr_vector_sub_warp,3,141.614467
csr_vector_sub_warp,3,141.121772
csr_vector_sub_warp,3,141.865999
csr_vector_sub_warp,3,141.552690
csr_vector_sub_warp,4,174.841336
csr_vector_sub_warp,4,174.801600
csr_vector_sub_warp,4,173.469984
csr_vector_sub_warp,4,175.182035
csr_vector_sub_warp,4,174.673683
csr_vector_sub_warp,4,173.374397
csr_vector_sub_warp,4,173.483021
csr_vector_sub_warp,4,174.291084
csr_vector_sub_warp,4,174.515168
csr_vector_sub_warp,4,174.545969
csr_vector_sub_warp,8,231.754036
csr_vector_sub_warp,8,233.355565
csr_vector_sub_warp,8,232.177655
csr_vector_sub_warp,8,232.057024
